ingredient_name;synonym_name;
АЦЕРОЛА (БАРБАДОССКАЯ ВИШНЯ) ЭКСТРАКТ ПЛОДОВ; Acerola extract, Malpighia emarginata extract
АЦЕТАТ АММОНИЯ (АММОНИЙ УКСУСНОКИСЛЫЙ); Ammonium acetate, Ammonium ethanoate
АЦЕТАТ КАЛЬЦИЯ; Calcium acetate, Calcium ethanoate
АЦЕТИЛ ГЕКСАПЕПТИД-1; Acetyl hexapeptide-1, Argireline analog
АЦЕТИЛ ГЕКСАПЕПТИД-3; Acetyl hexapeptide-3, Liporeline
АЦЕТИЛ ГЛЮКОЗАМИН; Acetyl glucosamine, N-acetyl-D-glucosamine
АЦЕТИЛ ДИПЕПТИД-13 ДИФЕНИГЛИЦИН; Acetyl dipeptide-13 difenylglycine
АЦЕТИЛ ТЕТРАПЕПДИД-2; Acetyl tetrapeptide-2, Eyeseryl
АЦЕТИЛ ТЕТРАПЕПТИД-3; Acetyl tetrapeptide-3, Rigin
АЦЕТИЛ ТЕТРАПЕПТИД-5; Acetyl tetrapeptide-5, Skinoren
АЦЕТИЛ-ЦИСТЕИН; Acetylcysteine, N-acetyl-L-cysteine, NAC
АЦЕТИЛГЛУТАМИН; Acetylglutamine, N-acetyl-L-glutamine
АЦЕТИЛГЛЮКОЗАМИНФОСФАТ НАТРИЯ; Sodium acetylglucosamine phosphate
АЦЕТИЛИРОВАННЫЙ ЛАНОЛИН; Acetylated lanolin, Modified lanolin
АЦЕТОБУТИРАТ ЦЕЛЛЮЛОЗЫ; Cellulose acetate butyrate, CAB
АЦЕТОН; Acetone, Propanone, Dimethyl ketone
АШВАГАНДХА ПОРОШОК; Ашваганда порошок, Withania somnifera powder, Индийский женьшень порошок, Ashwagandha powder  
БАБАССУ МАСЛО; Масло бабассу, Babassu oil, Orbignya oleifera oil, Пальмовое масло бабассу  
БАГУЛЬНИКА ГРЕНЛАНДСКОГО ЭФИРНОЕ МАСЛО; Эфирное масло багульника, Ledum groenlandicum oil, Масло болотного багульника  
БАДАН ТОЛСТОЛИСТНЫЙ; Бадан экстракт, Bergenia crassifolia extract, Камнеломка толстолистная  
БАЗИЛИКА ГИДРОЛАТ; Гидролат базилика, Базиликовая вода, Ocimum basilicum hydrosol  
БАЗИЛИКА ЭКСТРАКТ; Экстракт базилика, Базиликовый экстракт, Ocimum basilicum extract  
БАЗИЛИКА ЭФИРНОЕ МАСЛО; Эфирное масло базилика, Basil oil, Ocimum basilicum oil  
БАКОПА ЭКСТРАКТ; Экстракт бакопы, Брами экстракт, Bacopa monnieri extract  
БАКУХИОЛ; Бакухиол, Psoralea corylifolia extract, Бакучол  
БАЛАНИТЕСА МАСЛО; Масло баланитеса, Balanites aegyptiaca oil, Масло пустынного финика  
БАМБУК; Бамбук, Bambusa vulgaris, Бамбуковая пудра  
БАМБУК ХАЙНАНЬСКИЙ ЭКСТРАКТ ЛИСТЬЕВ; Экстракт листьев бамбука, Bambusa textilis extract  
БАМБУКА ГИДРОЛАТ; Гидролат бамбука, Бамбуковая вода, Bambusa vulgaris hydrosol  
БАМБУКА ПОРОШОК (БАМБУКОВАЯ ПУДРА); Пудра бамбука, Бамбуковая мука, Bamboo powder  
БАМБУКА СУХОЙ ЭКСТРАКТ; Сухой экстракт бамбука, Bambusa vulgaris dry extract  
БАНАН; Банан, Musa sapientum extract, Банановый экстракт  
БАОБАБА МАСЛО; Масло баобаба, Adansonia digitata oil, Африканское масло баобаба  
БАРБАРИС АМУРСКИЙ ЭКСТРАКТ; Экстракт барбариса, Berberis amurensis extract  
БАРБАРИСА ГИДРОЛАТ; Гидролат барбариса, Berberis vulgaris hydrosol  
БАРХАТЦЕВ ЭФИРНОЕ МАСЛО; Эфирное масло бархатцев, Tagetes oil, Масло календулы индийской  
БАТИЛОВЫЙ СПИРТ; Батиловый спирт, Batyl alcohol, 1-О-октадецилглицерин  
БЕГЕНАМИДОПРОПИЛ ДИМЕТИЛАМИН; Бегенамидопропил диметиламин, Behenamidopropyl dimethylamine  
БЕГЕНАТ; Бегенат, Behenate, Бегеновая кислота
БЕГЕНИЛОВЫЙ СПИРТ; Behenyl alcohol, Docosanol, 1-Docosanol, Бегенол
БЕГЕНИЛЭРУКАТ; Behenyl erucate, Docosyl erucate, Эрукат бегенила
БЕГЕНОВАЯ КИСЛОТА; Behenic acid, Docosanoic acid, Бегиновая кислота
БЕГЕНОИЛ ПГ-ТРИМОНИУМ ХЛОРИД; Behenoyl PG-trimonium chloride, Бегеновое производное
БЕЙ ЭФИРНОЕ МАСЛО; Bay oil, West Indian bay oil, Эфирное масло бей, Pimenta racemosa oil
БЕЛАЯ БЕРЕЗА; White birch, Betula alba, Береза белая
БЕЛАЯ ГОРЧИЦА СЕМЕНА; White mustard seeds, Sinapis alba seeds, Семена белой горчицы
БЕНАЛКОНИЙ ХЛОРИД; Benzalkonium chloride, БАК, Алкyлдиметилбензиламмоний хлорид
БЕНЗАЛЬДЕГИД; Benzaldehyde, Бензойный альдегид
БЕНЗИЛАЦЕТАТ; Benzyl acetate, Уксуснокислый бензил
БЕНЗИЛБЕНЗОАТ; Benzyl benzoate, Бензойнокислый бензил
БЕНЗИЛОВЫЙ СПИРТ; Benzyl alcohol, Фенилметанол
БЕНЗИЛСАЛИЦИЛАТ; Benzyl salicylate, Салициловокислый бензил
БЕНЗИЛЦИННАМАТ; Benzyl cinnamate, Коричневокислый бензил
БЕНЗОИНА ЭФИРНОЕ МАСЛО; Benzoin essential oil, Стираксовое масло, Styrax benzoin oil
БЕНЗОЙНАЯ КИСЛОТА; Benzoic acid, Бензолкарбоновая кислота
БЕНЗОЙНАЯ СМОЛА; Benzoin resin, Смола стиракса
БЕНЗОЙНОЙ СМОЛЫ РЕЗИНОИД; Benzoin resinoid, Резиноид бензойной смолы
БЕНЗОФЕНОН; Benzophenone, Дифенилкетон
БЕНЗОФЕНОН-1; Benzophenone-1, 2,4-Дигидроксибензофенон
БЕНТОНИТ; Bentonite, Бентонитовая глина, Montmorillonite clay
БЕРГАМОТА ГИДРОЛАТ; Bergamot hydrosol, Цветочная вода бергамота, Citrus bergamia hydrosol
БЕРГАМОТА ЭФИРНОЕ МАСЛО; Bergamot essential oil, Масло бергамота, Citrus bergamia oil
БЕРЕЗОВОЙ КОРЫ ЭКСТРАКТ; Birch bark extract, Экстракт коры березы, Betula bark extract
БЕРЕЗОВЫЙ СОК; Birch sap, Betula juice, Березовица, Birch water
БЕРЕЗОВЫХ ЛИСТЬЕВ ЭКСТРАКТ; Birch leaf extract, Betula leaf extract, Экстракт листьев березы
БЕРЕЗОВЫХ ПОЧЕК ЭКСТРАКТ; Birch bud extract, Betula bud extract, Экстракт березовых почек
БЕРЕЗЫ СУХОЙ ЭКСТРАКТ; Birch dry extract, Betula dry extract, Сухой экстракт березы
БЕССМЕРТНИК ПЕСЧАНЫЙ ЭКСТРАКТ; Helichrysum arenarium extract, Immortelle extract, Экстракт цмина песчаного
БЕССМЕРТНИКА ГИДРОЛАТ; Helichrysum hydrosol, Immortelle water, Гидролат бессмертника
БЕССМЕРТНИКА СУХОЙ ЭКСТРАКТ; Helichrysum dry extract, Сухой экстракт бессмертника
БЕССМЕРТНИКА ЭФИРНОЕ МАСЛО; Helichrysum essential oil, Immortelle oil, Масло бессмертника
БЕТА-ГЛЮКАН; Beta-glucan, β-Glucan, Бета-глюкан
БЕТА-ПИНЕН; Beta-pinene, β-Pinene, Бета-пинен
БЕТАИН; Betaine, Trimethylglycine, Бетаин
БЕТАИН ОБЛЕПИХОВОГО МАСЛА; Sea buckthorn oil betaine, Бетаин из масла облепихи
БЕТТА-Д-ГЛЮКОЗА; Beta-D-glucose, β-D-Glucose, Бета-Д-глюкоза
БИКАРБОНАТ НАТРИЯ; Sodium bicarbonate, Baking soda, Пищевая сода
БИОЗОЛ; Biozol , Биоактивный комплекс
БИОСАХАРИДНАЯ СМОЛА; Biosaccharide gum, Полисахаридная смола
БИОСЕРА ФЛЮИД; Biosera fluid , Биоактивная сыворотка
БИОТИН (ВИТАМИН Н); Biotin, Vitamin B7, Витамин H
БИОФЕНС; Biofence , Биозащитный комплекс
БИС АМИНОПРОПИЛ ДИМЕКТОН; Bis aminopropyl dimethicone, Силиконовый полимер
БИС-ВИНИЛ ДИМЕТИКОН/ДИМЕТИКОН СОПОЛИМЕР; Bis-vinyl dimethicone/dimethicone copolymer, Силиконовый сополимер
БИС-ПЭГ-18 МЕТИЛЭТИЛ ДИМЕТИЛСИЛАКСАН; Bis-PEG-18 methyl ether dimethyl silane, Силиконовый производный
БИС-СТЕАРИЛ ДИМЕТИКОН; Bis-stearyl dimethicone, Диметикон с двойным стеарилом
БИСАБОЛОЛ; Bisabolol, Левоменол, α-Бисаболол
БИСУЛЬФИТ КАЛИЯ; Potassium bisulfite, Калия гидросульфит
БИСУЛЬФИТ НАТРИЯ; Sodium bisulfite, Натрия гидросульфит
БОБОВ ТОНКА ЭФИРНОЕ МАСЛО; Tonka bean essential oil, Dipteryx odorata oil, Масло бобов тонка
БОЙЗЕНОВОЙ ЯГОДЫ МАСЛО; Boysenberry oil, Масло ягод бойзена
БОЛИГОЛОВА КАНАДСКОГО МАСЛО; Canadian hemlock oil, Tsuga canadensis oil, Масло канадского болиголова
БОРАГО (ОГУРЕЧНИКА/БУРАЧНИКА) МАСЛО; Масло бораго, масло огуречника, масло бурачника, Borage oil, Borago officinalis oil
БОРВИНОК МАЛЫЙ ЭКСТРАКТ; Экстракт барвинка малого, Vinca minor extract, Барвинковый экстракт
БОРНАЯ КИСЛОТА; Борная кислота, Boric acid, Orthoboric acid
БОСВЕЛЛИИ СУХОЙ ЭКСТРАКТ; Сухой экстракт босвеллии, Boswellia serrata dry extract, Индийский ладан
БОЯРЫШНИКА ЭКСТРАКТ; Экстракт боярышника, Hawthorn extract, Crataegus extract
БРАЗИЛЬСКОГО ОРЕХА МАСЛО; Масло бразильского ореха, Brazil nut oil, Bertholletia excelsa oil
БРИНГРАДЖА ПОРОШОК; Порошок бринграджа, Eclipta alba powder, Бринградж
БРОККОЛИ ГИДРОЛАТ; Гидролат брокколи, Broccoli hydrosol, Brassica oleracea italica water
БРОККОЛИ МАСЛО; Масло брокколи, Broccoli seed oil, Brassica oleracea italica oil
БРОККОЛИ ЭКСТРАКТ; Экстракт брокколи, Broccoli extract, Brassica oleracea italica extract
БРОМЕЛАИН; Бромелайн, Bromelain, Фермент ананаса
БРУСНИКА ОБЫКНОВЕННАЯ ЭКСТРАКТ ЯГОД; Экстракт ягод брусники, Lingonberry extract, Vaccinium vitis-idaea extract
БРУСНИКИ МАСЛО; Масло брусники, Lingonberry seed oil, Vaccinium vitis-idaea oil
БРУСНИКИ СУХОЙ ЭКСТРАКТ; Сухой экстракт брусники, Lingonberry dry extract, Vaccinium vitis-idaea dry extract
БТМС; БТМС, Behentrimonium methosulfate, Бегентримониум метосульфат
БУДДЛЕЯ ЛЕКАРСТВЕННАЯ ЭКСТРАКТ ЛИСТЬЕВ; Экстракт листьев буддлеи, Buddleja officinalis extract
БУЗИНА ЧЕРНАЯ ЭКСТРАКТ; Экстракт черной бузины, Black elderberry extract, Sambucus nigra extract
БУЗИНА ЧЕРНАЯ ЭКСТРАКТ ЦВЕТОВ; Экстракт цветков бузины, Elderflower extract, Sambucus nigra flower extract
БУЗИНЫ ГИДРОЛАТ; Гидролат бузины, Elderflower water, Sambucus nigra hydrosol
БУРА; Бура, Borax, Sodium borate
БУРАВЧИК ЛЕКАРСТВЕННЫЙ ЭКСТРАКТ; Экстракт буравчика, Anchusa officinalis extract
БУРИТИ МАСЛО; Масло бурити, Buriti oil, Mauritia flexuosa oil
БУРОЙ ВОДОРОСЛИ PADINA PAVONICA ЭКСТРАКТ; Экстракт бурой водоросли Padina pavonica, Padina extract
БУСЕННИК; Бусенник, Eclipta alba, Бринградж
БУТАН; Бутан, Butane, Газ-пропеллент
БУТИЛАЦЕТАТ; Бутилацетат, Butyl acetate, Уксуснокислый бутил
БУТИЛГИДРОКСИАНИЗОЛ (БГА); Бутилгидроксианизол, BHA, Butylated hydroxyanisole, E320
БУТИЛЕНГЛИКОЛЬ; Butylene glycol, 1,3-бутиленгликоль, BG, бутандиол
БУТИЛМЕТОКИДИБЕНЗОИЛМЕТАН; Butyl methoxydibenzoylmethane, Avobenzone, Parsol 1789
БУТИЛОВЫЙ СПИРТ; Butyl alcohol, 1-бутанол, н-бутиловый спирт
БУТИЛПАРАБЕН; Butylparaben, ни-бутилпарагидроксибензоат, консервант E209
БУТИЛСТЕАРАТ; Butyl stearate, стеариновокислый бутил, эфир стеариновой кислоты
БУТИЛФЕНИЛ МЕТИЛПРОПИОНАЛЬ; Butylphenyl methylpropional, Lilial, BMHCA
ВАЗЕЛИН; Vaseline, petrolatum, нефтяной жир, минеральное желе
ВАЗЕЛИНОВОЕ МАСЛО (МИНЕРАЛЬНОЕ МАСЛО); Mineral oil, парафиновое масло, жидкий парафин
ВАЙДЕЛЭШ; Videlash , комплекс для роста ресниц
ВАЛЕРИАНА ЛЕКАРСТВЕННАЯ ЭКСТРАКТ КОРНЯ; Valerian root extract, экстракт корня валерианы, Valeriana officinalis extract
ВАЛЕРИАНЫ ЭФИРНОЕ МАСЛО; Valerian essential oil, масло валерианы, Valeriana officinalis oil
ВАНИЛИ БУРБОНСКОЙ СВЕРХКРИТИЧЕСКИЙ УГЛЕРОДНЫЙ ЭКСТРАКТ; Vanilla CO2 extract, сверхкритический экстракт ванили, Vanilla planifolia CO2 extract
ВАНИЛИ МАСЛО (МАЦЕРАТ ВАНИЛИ); Vanilla oil, ванильный мацерат, Vanilla planifolia oil
ВАНИЛИ ТАИТЯНСКОЙ ЭКСТРАКТ; Tahitian vanilla extract, экстракт ванили таитянской, Vanilla tahitensis extract
ВАНИЛИ ЭФИРНОЕ МАСЛО; Vanilla essential oil, эфирное масло ванили
ВАНИЛИН; Vanillin, ванильный альдегид, 4-гидрокси-3-метоксибензальдегид
ВАНИЛЬ ПЛОСКОЛИСТНАЯ СКРАБ; Vanilla scrub, скраб из стручков ванили, Vanilla planifolia scrub
ВАСИЛЕК СИНИЙ ЭКСТРАКТ ЦВЕТОВ; Cornflower extract, экстракт василька синего, Centaurea cyanus flower extract
ВАСИЛЬКА ГИДРОЛАТ (ВАСИЛЬКОВАЯ ВОДА); Cornflower hydrosol, васильковая вода, Centaurea cyanus hydrosol
ВАСИЛЬКА ЭКСТРАКТ; Centaurea cyanus extract, экстракт василька, bluebottle extract
ВЕРБЕНА ЛИМОННАЯ ЭФИРНОЕ МАСЛО; Lemon verbena essential oil, Aloysia citrodora oil, Масло лимонной вербены
ВЕРБЕНЫ ГИДРОЛАТ; Verbena hydrosol, Вербеновая вода, Aloysia citrodora hydrosol
ВЕРЕСК ОБЫКНОВЕННЫЙ ЭКСТРАКТ; Heather extract, Calluna vulgaris extract, Экстракт вереска обыкновенного
ВЕРЕСКА ГИДРОЛАТ; Heather hydrosol, Вересковая вода, Calluna vulgaris hydrosol
ВЕРОНИКИ ЛЕКАРСТВЕННОЙ ЭКСТРАКТ; Speedwell extract, Veronica officinalis extract, Экстракт вероники лекарственной
ВЕТИВЕРА; Vetiver, Vetiveria zizanioides, Ветивер
ВЕТИВЕРА ГИДРОЛАТ; Vetiver hydrosol, Ветиверовая вода, Vetiveria zizanioides hydrosol
ВЕТИВЕРА ЭФИРНОЕ МАСЛО; Vetiver essential oil, Ветиверовое масло, Vetiveria zizanioides oil
ВЕТРЕНИЦА АЛТАЙСКАЯ ЭКСТРАКТ; Anemone altaica extract, Экстракт ветреницы алтайской
ВЕЧЕРНИЦА СИБИРСКАЯ ЭКСТРАКТ; Hesperis sibirica extract, Экстракт вечерницы сибирской
ВИНА КРАСНОГО СУХОЙ ЭКСТРАКТ; Red wine dry extract, Сухой экстракт красного вина, Vitis vinifera dry extract
ВИНИЛДИМЕТИКОН; Vinyl dimethicone, Винилдиметикон, Силиконовый полимер
ВИННАЯ КИСЛОТА; Tartaric acid, Виннокаменная кислота, E334
ВИНОГРАД КУЛЬТУРНЫЙ; Grape extract, Vitis vinifera, Экстракт культурного винограда
ВИНОГРАДНОЙ КОСТОЧКИ СКРАБ; Grape seed scrub, Скраб из виноградных косточек
ВИНОГРАДНОЙ КОСТОЧКИ ЭКСТРАКТ; Grape seed extract, Экстракт виноградных косточек, Vitis vinifera seed extract
ВИНОГРАДНЫЕ КОСТОЧКИ СКРАБ; Grape seeds scrub, Скраб из виноградных косточек
ВИНОГРАДНЫЙ СОК; Grape juice, Виноградный сок, Vitis vinifera juice
